mal_id,title,large_image_url,episodes,score,year,genre1,genre2,genre3
"4073","Kyouryuu Daisensou Izenborg","https://cdn.myanimelist.net/images/anime/13/71249l.jpg","39","6.63","","Action","",""
"4080","Kyou kara Maou! 3rd Series","https://cdn.myanimelist.net/images/anime/7/22639l.jpg","39","7.72","","Adventure","Comedy","Fantasy"
"4081","Natsume Yuujinchou","https://cdn.myanimelist.net/images/anime/1681/108439l.jpg","13","8.3","","Slice of Life","Supernatural",""
"4662","Neo Angelique Abyss: Second Age","https://cdn.myanimelist.net/images/anime/8/27592l.jpg","13","6.97","","Comedy","Fantasy","Romance"
"4663","Tekken Chinmi","https://cdn.myanimelist.net/images/anime/13/57443l.jpg","20","7.24","","Action","Adventure",""
"4667","B-Legend! Battle B-Daman Fire Spirits!","https://cdn.myanimelist.net/images/anime/1905/131807l.jpg","51","6.41","","Adventure","Fantasy",""
"4684","Scarecrowman","https://cdn.myanimelist.net/images/anime/1414/123121l.jpg","26","","","Fantasy","",""
"4689","Kaze no Toori Michi","https://cdn.myanimelist.net/images/anime/7/8980l.jpg","1","5.98","","","",""
"4690","Cyborg 009 (1979)","https://cdn.myanimelist.net/images/anime/12/56741l.jpg","50","7.15","","Action","Adventure","Sci-Fi"
"4705","Tengen Toppa Gurren Lagann: Parallel Works","https://cdn.myanimelist.net/images/anime/5/10986l.jpg","8","7.07","","","",""
"4709","Aesop's World","https://cdn.myanimelist.net/images/anime/8/72148l.jpg","26","5.76","","Adventure","",""
"5233","Slayers Evolution-R","https://cdn.myanimelist.net/images/anime/5/20938l.jpg","13","7.37","","Action","Adventure","Comedy"
"5234","Zettai Yareru Greece Shinwa","https://cdn.myanimelist.net/images/anime/3/53619l.jpg","13","5.86","","Comedy","Ecchi",""
"5235","Live On Cardliver Kakeru","https://cdn.myanimelist.net/images/anime/1356/133697l.jpg","51","6.27","","Fantasy","",""
"5241","Mofu☆Mofu","https://cdn.myanimelist.net/images/anime/10/10479l.jpg","11","5.34","","","",""
"5249","Mitsume ga Tooru","https://cdn.myanimelist.net/images/anime/1247/96686l.jpg","48","6.95","","Adventure","",""
"5250","God Mazinger","https://cdn.myanimelist.net/images/anime/10/10504l.jpg","23","6.24","","Action","Fantasy",""
"5258","Hajime no Ippo: New Challenger","https://cdn.myanimelist.net/images/anime/8/56617l.jpg","26","8.67","","Sports","",""
"5262","Shugo Chara!! Doki","https://cdn.myanimelist.net/images/anime/1186/145753l.jpg","51","7.42","","Comedy","",""
"5263","Tomorrow's Song","https://cdn.myanimelist.net/images/anime/7/10530l.jpg","1","5.89","","","",""
"5267","Gamba no Bouken","https://cdn.myanimelist.net/images/anime/10/57873l.jpg","26","7.22","","Adventure","Suspense",""
"5273","Miracle Giants Doumu-kun","https://cdn.myanimelist.net/images/anime/5/29829l.jpg","49","7.23","","Sports","",""
"5274","Magical★Taruruuto-kun","https://cdn.myanimelist.net/images/anime/13/17853l.jpg","87","6.89","","Adventure","Comedy","Fantasy"
"5854","Shin Chou Kyou Ryo: Condor Hero III","https://cdn.myanimelist.net/images/anime/1383/90702l.jpg","26","7.2","","Action","Adventure","Drama"
"5883","Examurai Sengoku","https://cdn.myanimelist.net/images/anime/13/33643l.jpg","24","6.21","","Action","Sci-Fi",""
"5886","Kujira no Josephina","https://cdn.myanimelist.net/images/anime/4/71555l.jpg","23","6.11","","Adventure","Fantasy",""
"5891","Kousoku Denjin Albegus","https://cdn.myanimelist.net/images/anime/8/46563l.jpg","45","6.79","","Action","",""
"6560","Popee the Performer","https://cdn.myanimelist.net/images/anime/1682/110199l.jpg","39","7.27","","Avant Garde","Comedy",""
"6571","Koume-chan ga Iku!","https://cdn.myanimelist.net/images/anime/3/15018l.jpg","12","5.72","","Comedy","Romance",""
"6573","Darker than Black: Ryuusei no Gemini","https://cdn.myanimelist.net/images/anime/1189/134110l.jpg","12","7.42","","Action","Mystery",""
"6574","Hanamaru Youchien","https://cdn.myanimelist.net/images/anime/3/50395l.jpg","12","7.26","","Slice of Life","",""
"6582","Tentai Senshi Sunred 2nd Season","https://cdn.myanimelist.net/images/anime/7/15051l.jpg","26","7.83","","Comedy","",""
"6583","Super Bikkuriman","https://cdn.myanimelist.net/images/anime/6/15072l.jpg","44","6.22","","Adventure","Comedy","Fantasy"
"6586","Yume-iro Pâtissière","https://cdn.myanimelist.net/images/anime/1076/134431l.jpg","50","7.84","","Gourmet","",""
"6594","Katanagatari","https://cdn.myanimelist.net/images/anime/1112/119225l.jpg","12","8.3","","Action","Adventure","Romance"
"6604","Kuruneko","https://cdn.myanimelist.net/images/anime/6/20591l.jpg","50","7.19","","Comedy","Slice of Life",""
"7160","Yoroshiku Mechadock","https://cdn.myanimelist.net/images/anime/1568/105522l.jpg","30","6.64","","Action","Comedy","Mystery"
"7175","Himitsukessha Taka no Tsume Countdown","https://cdn.myanimelist.net/images/anime/9/82798l.jpg","11","5.77","","Comedy","",""
"7176","Cheburashka Arere?","https://cdn.myanimelist.net/images/anime/8/33145l.jpg","26","6.43","","Comedy","Slice of Life",""
"7177","Gokyoudai Monogatari","https://cdn.myanimelist.net/images/anime/5/61397l.jpg","32","","","Comedy","",""
"7189","Kotatsu Neko (TV)","https://cdn.myanimelist.net/images/anime/3/16912l.jpg","26","","","Comedy","",""
"7193","Aoi Bungaku Series","https://cdn.myanimelist.net/images/anime/10/17471l.jpg","12","7.66","","Drama","Suspense",""
"7211","Rose O'Neill Kewpie","https://cdn.myanimelist.net/images/anime/3/16995l.jpg","26","","","Comedy","",""
"8065","Karakuri Kengou Den Musashi Lord","https://cdn.myanimelist.net/images/anime/1739/110637l.jpg","50","6.06","","Action","Adventure",""
"8074","Highschool of the Dead","https://cdn.myanimelist.net/images/anime/11/78311l.jpg","12","7.06","","Action","Horror","Suspense"
"8086","Densetsu no Yuusha no Densetsu","https://cdn.myanimelist.net/images/anime/8/73651l.jpg","24","7.49","","Action","Adventure","Fantasy"
"8123","Cooking Papa","https://cdn.myanimelist.net/images/anime/1581/120955l.jpg","151","6.73","","Comedy","Gourmet",""
"8129","Kuragehime","https://cdn.myanimelist.net/images/anime/1764/133575l.jpg","11","8.11","","Comedy","",""
"8130","Mighty Orbots","https://cdn.myanimelist.net/images/anime/1415/92895l.jpg","13","5.74","","Adventure","Comedy","Sci-Fi"
"8716","Arigatou Thank You","https://cdn.myanimelist.net/images/anime/8/24052l.jpg","1","4.63","","Comedy","Sci-Fi",""
"8717","Kumo ga Haretara","https://cdn.myanimelist.net/images/anime/4/24053l.jpg","1","5.21","","","",""
"8718","Itsumademo Tabibito","https://cdn.myanimelist.net/images/anime/8/24054l.jpg","1","5.17","","Drama","",""
"8719","Donna Donna","https://cdn.myanimelist.net/images/anime/4/24063l.jpg","1","5.12","","Slice of Life","",""
"8722","Ten no Kawa","https://cdn.myanimelist.net/images/anime/8/24101l.jpg","1","5.63","","Fantasy","",""
"8724","Nobiro Nobiro Daisuki na Ki","https://cdn.myanimelist.net/images/anime/3/24103l.jpg","1","5.65","","Fantasy","",""
"8726","Soredemo Machi wa Mawatteiru","https://cdn.myanimelist.net/images/anime/9/25880l.jpg","12","7.45","","Slice of Life","",""
"8729","Omoide no Album","https://cdn.myanimelist.net/images/anime/13/24111l.jpg","1","4.88","","Slice of Life","",""
