mal_id,title,large_image_url,chapters,score,published_from,year,genre1,genre2,genre3
"714","Ahiru no Ouji-sama","https://cdn.myanimelist.net/images/manga/1/9972l.jpg","22","6.45","2001-03-01","2001","Comedy","Romance","Slice of Life"
"715","Fate/stay night","https://cdn.myanimelist.net/images/manga/2/115669l.jpg","87","7.55","2005-12-26","2005","Action","Fantasy","Romance"
"717","Slayers Premium","https://cdn.myanimelist.net/images/manga/3/155335l.jpg","5","7.19","2002-03-01","2002","Action","Adventure","Comedy"
"719","Slayers Special","https://cdn.myanimelist.net/images/manga/3/165195l.jpg","28","7.22","2000-05-01","2000","Action","Adventure","Comedy"
"720","Bamboo Blade","https://cdn.myanimelist.net/images/manga/3/297445l.jpg","107","7.33","2004-12-03","2004","Comedy","Sports",""
"722","Slayers: Medieval Mayhem","https://cdn.myanimelist.net/images/manga/2/33354l.jpg","6","7.32","1991-01-01","1991","Action","Adventure","Comedy"
"723","Slayers: Super Explosive Demon Story","https://cdn.myanimelist.net/images/manga/4/155337l.jpg","44","7.61","1995-01-01","1995","","",""
"724","Sand Land","https://cdn.myanimelist.net/images/manga/2/253120l.jpg","14","7.12","2000-05-09","2000","Action","Adventure","Fantasy"
"726","Zelda no Densetsu: Toki no Ocarina","https://cdn.myanimelist.net/images/manga/4/126027l.jpg","18","7.55","2000-02-01","2000","Action","Adventure","Fantasy"
"727","Shamo","https://cdn.myanimelist.net/images/manga/1/148319l.jpg","338","7.57","1998-01-01","1998","Action","Drama",""
"728","Tetsuwan Atom","https://cdn.myanimelist.net/images/manga/2/186337l.jpg","85","7.31","1951-04-01","1951","Adventure","Sci-Fi",""
"729","Emma","https://cdn.myanimelist.net/images/manga/1/161059l.jpg","72","8.14","2001-12-12","2001","Award Winning","Romance","Slice of Life"
"730","Open Sesame","https://cdn.myanimelist.net/images/manga/2/56891l.jpg","94","7.33","2001-03-16","2001","Comedy","Romance",""
"731","Eden: It's an Endless World!","https://cdn.myanimelist.net/images/manga/2/63117l.jpg","127","8.21","1997-09-25","1997","Action","Drama","Sci-Fi"
"732","Psychometrer Eiji","https://cdn.myanimelist.net/images/manga/2/206035l.jpg","213","7.39","1996-04-03","1996","Drama","Mystery","Supernatural"
"733","Kochira Katsushikaku Kameari Kouenmae Hashutsujo","https://cdn.myanimelist.net/images/manga/1/183577l.jpg","1957","7.5","1976-09-21","1976","Award Winning","Comedy",""
"735","Black Lagoon","https://cdn.myanimelist.net/images/manga/1/227037l.jpg","","8.29","2002-04-19","2002","Action","Drama",""
"736","Shin Angyo Onshi","https://cdn.myanimelist.net/images/manga/1/161805l.jpg","76","8.31","2001-03-19","2001","Action","Adventure","Drama"
"737","Tsurebito","https://cdn.myanimelist.net/images/manga/3/182524l.jpg","23","7.21","2006-12-26","2006","Drama","Supernatural",""
"738","Otaku no Musume-san","https://cdn.myanimelist.net/images/manga/3/50389l.jpg","63","7.62","2006-01-01","2006","Comedy","Slice of Life",""
"739","Orion no Shounen: Aquarian Age","https://cdn.myanimelist.net/images/manga/1/152340l.jpg","25","7.06","2001-01-01","2001","Adventure","Drama","Romance"
"740","Tajuu Jinkaku Tantei Psycho","https://cdn.myanimelist.net/images/manga/2/143117l.jpg","155","7.63","1996-12-26","1996","Mystery","",""
"741","Onegai☆Twins","https://cdn.myanimelist.net/images/manga/3/58097l.jpg","10","6.93","2005-09-27","2005","Comedy","Drama","Romance"
"743","21st Century Boys","https://cdn.myanimelist.net/images/manga/2/263856l.jpg","16","8.43","2006-12-25","2006","Award Winning","Drama","Mystery"
"744","Mahoraba","https://cdn.myanimelist.net/images/manga/3/11382l.jpg","62","7.91","2001-07-01","2001","Comedy","Romance","Slice of Life"
"745","Pluto","https://cdn.myanimelist.net/images/manga/1/264496l.jpg","65","8.62","2003-09-09","2003","Action","Award Winning","Mystery"
"746","Category:Freaks","https://cdn.myanimelist.net/images/manga/3/155801l.jpg","28","7.15","2002-07-12","2002","Horror","Mystery","Supernatural"
"747","Blood+","https://cdn.myanimelist.net/images/manga/1/54703l.jpg","20","7.53","2005-12-26","2005","Action","Horror","Mystery"
"748","Cross","https://cdn.myanimelist.net/images/manga/3/19815l.jpg","18","6.51","1997-08-01","1997","Horror","Romance","Supernatural"
"749","Zelda no Densetsu: Majora no Kamen","https://cdn.myanimelist.net/images/manga/2/126025l.jpg","10","7.53","2001-03-01","2001","Action","Fantasy",""
"750","DVD","https://cdn.myanimelist.net/images/manga/1/30185l.jpg","40","7.35","2003-12-25","2003","Comedy","Romance","Slice of Life"
"751","Hellsing: The Dawn","https://cdn.myanimelist.net/images/manga/2/34893l.jpg","6","7.44","2001-01-01","2001","Action","Horror","Supernatural"
"752","Maburaho","https://cdn.myanimelist.net/images/manga/2/180924l.jpg","14","6.5","2003-04-09","2003","Comedy","Romance",""
"753","Earthian","https://cdn.myanimelist.net/images/manga/3/257643l.jpg","30","7.2","1988-04-05","1988","Boys Love","Romance","Sci-Fi"
"755","Denei Shoujo","https://cdn.myanimelist.net/images/manga/2/185816l.jpg","131","7.68","1989-11-21","1989","Drama","Romance","Sci-Fi"
"756","Banana Fish","https://cdn.myanimelist.net/images/manga/5/265185l.jpg","110","8.6","1985-04-13","1985","Action","Adventure","Drama"
"757","Kanna","https://cdn.myanimelist.net/images/manga/3/154481l.jpg","41","6.7","2002-01-01","2002","Action","Comedy",""
"758","Yo no Na wa Zushio","https://cdn.myanimelist.net/images/manga/1/130l.jpg","26","7.3","1998-06-26","1998","Adventure","Comedy","Fantasy"
"759","Seto no Hanayome","https://cdn.myanimelist.net/images/manga/1/185286l.jpg","79","7.5","2002-07-26","2002","Comedy","Romance","Ecchi"
"760","Shinseiki Evangelion: Koutetsu no Girlfriend 2nd","https://cdn.myanimelist.net/images/manga/3/145059l.jpg","27","6.55","2003-08-23","2003","Comedy","Romance",""
"761","Rockman EXE","https://cdn.myanimelist.net/images/manga/3/256646l.jpg","74","7.3","2001-01-15","2001","Action","Adventure","Comedy"
"762","Tokyo Crazy Paradise","https://cdn.myanimelist.net/images/manga/3/253309l.jpg","111","8.28","1996-12-25","1996","Action","Comedy","Drama"
"763","Lilim Kiss","https://cdn.myanimelist.net/images/manga/5/271523l.jpg","24","7.02","2000-10-31","2000","Comedy","Romance","Supernatural"
"764","Kamui","https://cdn.myanimelist.net/images/manga/2/313822l.jpg","51","7.17","2001-07-01","2001","Action","Adventure","Fantasy"
"765","Junjou Romantica","https://cdn.myanimelist.net/images/manga/5/206960l.jpg","","8.13","2002-04-30","2002","Boys Love","Comedy","Drama"
"766","Akuma de Sourou","https://cdn.myanimelist.net/images/manga/3/257266l.jpg","42","7.81","1998-01-01","1998","Comedy","Drama","Romance"
"767","Yellow","https://cdn.myanimelist.net/images/manga/2/261211l.jpg","16","7.9","2001-10-04","2001","Action","Boys Love","Comedy"
"768","Gunnm","https://cdn.myanimelist.net/images/manga/3/274715l.jpg","53","8.38","1990-11-01","1990","Action","Sci-Fi",""
"769","Finder Series","https://cdn.myanimelist.net/images/manga/2/268156l.jpg","","8.21","2001-01-01","2001","Action","Boys Love","Drama"
"770","Gunnm: Last Order","https://cdn.myanimelist.net/images/manga/3/274912l.jpg","124","8.14","2001-07-19","2001","Action","Drama","Sci-Fi"
"771","Crimson Spell","https://cdn.myanimelist.net/images/manga/3/171499l.jpg","50","8.09","2004-05-22","2004","Action","Adventure","Boys Love"
"772","Shoujo Kakumei Utena","https://cdn.myanimelist.net/images/manga/2/261415l.jpg","25","7.31","1996-05-02","1996","Fantasy","",""
"773","Saishuu Heiki Kanojo","https://cdn.myanimelist.net/images/manga/1/120281l.jpg","72","7.88","1999-12-27","1999","Drama","Romance","Sci-Fi"
"774","Na mo Naki Tori no Tobu Yoake","https://cdn.myanimelist.net/images/manga/2/286041l.jpg","13","7.59","2002-01-01","2002","Action","Boys Love","Drama"
"775","Haru wo Daiteita","https://cdn.myanimelist.net/images/manga/3/195851l.jpg","78","8.24","1999-01-01","1999","Boys Love","Drama","Romance"
"776","Ginga Tetsudou 999","https://cdn.myanimelist.net/images/manga/3/191348l.jpg","","7.86","1977-01-01","1977","Adventure","Award Winning","Drama"
"777","Kuro no Kishi","https://cdn.myanimelist.net/images/manga/3/157267l.jpg","","6.92","2003-01-01","2003","Action","Boys Love","Romance"
"778","Angel Diary","https://cdn.myanimelist.net/images/manga/3/264959l.jpg","60","7.61","2005-01-01","2005","Comedy","Fantasy","Romance"
"779","Kashimashi: Girl Meets Girl","https://cdn.myanimelist.net/images/manga/3/281003l.jpg","35","7.27","2004-05-21","2004","Comedy","Drama","Girls Love"
"780","Take Moon","https://cdn.myanimelist.net/images/manga/3/163l.jpg","29","7.47","2002-07-25","2002","Adventure","Comedy","Romance"
"781","Not/Love","https://cdn.myanimelist.net/images/manga/2/36812l.jpg","9","7.35","2003-01-01","2003","Boys Love","Drama","Erotica"
"782","Blood+ Adagio","https://cdn.myanimelist.net/images/manga/1/10906l.jpg","8","7.41","2005-07-08","2005","Horror","Mystery","Romance"
"783","Shakugan no Shana","https://cdn.myanimelist.net/images/manga/1/133569l.jpg","71","7.58","2005-02-21","2005","Action","Drama","Fantasy"
"784","E's","https://cdn.myanimelist.net/images/manga/5/27683l.jpg","83","6.95","1997-01-01","1997","Action","Adventure","Drama"
"785","SOS","https://cdn.myanimelist.net/images/manga/1/154483l.jpg","3","7.02","2003-02-26","2003","Drama","Romance",""
"786","Joou-sama no Inu","https://cdn.myanimelist.net/images/manga/3/129849l.jpg","46","7.66","2000-07-16","2000","Comedy","Horror","Romance"
"788","Punch!","https://cdn.myanimelist.net/images/manga/3/154484l.jpg","15","7.28","2006-11-07","2006","Comedy","Romance",""
"789","Full Metal Panic!","https://cdn.myanimelist.net/images/manga/3/259713l.jpg","58","7.76","2000-01-09","2000","Action","Comedy","Romance"
"790","Denkou Sekka BOYS","https://cdn.myanimelist.net/images/manga/4/20851l.jpg","13","7.4","2000-01-01","2000","Boys Love","Erotica",""
"791","Chouhatsu Denkou Sekka BOYS","https://cdn.myanimelist.net/images/manga/1/5896l.jpg","11","7.12","2004-01-01","2004","Boys Love","Erotica",""
"792","City Hunter","https://cdn.myanimelist.net/images/manga/5/272237l.jpg","193","8.12","1985-02-26","1985","Adventure","Comedy",""
"793","Wanted!","https://cdn.myanimelist.net/images/manga/1/170782l.jpg","5","7.31","1992-01-01","1992","Action","Comedy",""
"794","Tokyo Yaban no Chizu","https://cdn.myanimelist.net/images/manga/1/266080l.jpg","15","6.58","1999-01-01","1999","Boys Love","Erotica",""
"795","Tokyo Yaban Gaiden - Geboku Shounen Bushi","https://cdn.myanimelist.net/images/manga/1/192l.jpg","26","6.84","2001-01-01","2001","Boys Love","Erotica",""
"796","Dr. Slump","https://cdn.myanimelist.net/images/manga/4/314384l.jpg","236","7.68","1980-01-22","1980","Award Winning","Comedy","Sci-Fi"
"797","Hoshigari na Kimi to Futsutsuka na Boku","https://cdn.myanimelist.net/images/manga/1/282480l.jpg","7","7.14","2003-06-17","2003","Boys Love","Erotica",""
"801","CUT","https://cdn.myanimelist.net/images/manga/1/282534l.jpg","6","7.86","2003-05-10","2003","Boys Love","Drama","Erotica"
"802","Honey Baby","https://cdn.myanimelist.net/images/manga/2/29994l.jpg","8","7.01","2004-05-10","2004","Boys Love","Drama",""
"803","Ikura Nandemo Sukisugiru","https://cdn.myanimelist.net/images/manga/2/26487l.jpg","7","6.75","2004-01-10","2004","Boys Love","Erotica",""
"804","Kikagaku Ehon","https://cdn.myanimelist.net/images/manga/1/201l.jpg","1","6.57","2005-01-01","2005","Boys Love","",""
"806","Junjou Renbo","https://cdn.myanimelist.net/images/manga/2/79967l.jpg","","6.32","2009-01-01","2009","Boys Love","",""
"807","Soshite Koi ga Hajimaru","https://cdn.myanimelist.net/images/manga/1/322341l.jpg","4","6.84","2003-08-04","2003","Boys Love","",""
"808","Dekiru Otoko ga Suki Nanda!","https://cdn.myanimelist.net/images/manga/3/204l.jpg","7","6.99","2004-01-01","2004","Boys Love","Comedy","Erotica"
"809","Soshite Hibi Koishiteku.","https://cdn.myanimelist.net/images/manga/2/205l.jpg","1","6.69","2002-01-01","2002","Boys Love","",""
"810","5-ji kara Asa made","https://cdn.myanimelist.net/images/manga/2/206l.jpg","5","","2003-09-29","2003","Boys Love","Erotica",""
"811","Gekka Joujin","https://cdn.myanimelist.net/images/manga/3/109909l.jpg","5","6.43","2006-06-09","2006","Boys Love","Erotica",""
"812","Gyokusenbou Yawa","https://cdn.myanimelist.net/images/manga/2/109907l.jpg","5","6.47","2006-07-12","2006","Boys Love","Erotica",""
"813","Kimi ga Koi ni Ochiru","https://cdn.myanimelist.net/images/manga/3/282191l.jpg","6","7.47","2006-01-01","2006","Boys Love","Drama","Erotica"
"815","Yume de Aetara","https://cdn.myanimelist.net/images/manga/3/212l.jpg","143","7.52","1994-02-01","1994","Comedy","Drama","Romance"
"816","Meganegoshi no Sora wa...","https://cdn.myanimelist.net/images/manga/3/191718l.jpg","6","7.11","2002-02-28","2002","Boys Love","Erotica",""
"817","Omoikkiri Suki ni Natte!","https://cdn.myanimelist.net/images/manga/1/214l.jpg","6","6.97","2004-01-01","2004","Boys Love","Erotica",""
"818","I''s","https://cdn.myanimelist.net/images/manga/2/268228l.jpg","143","7.64","1997-04-08","1997","Comedy","Drama","Romance"
"820","Tenshi ja Nai!!","https://cdn.myanimelist.net/images/manga/3/217l.jpg","40","7.86","2003-02-06","2003","Comedy","Drama","Romance"
"821","Majutsushi Orphen Hagure Tabi Max","https://cdn.myanimelist.net/images/manga/1/3184l.jpg","11","6.65","2002-05-27","2002","Action","Adventure","Fantasy"
"823","Kuro no Taiyou, Gin no Tsuki","https://cdn.myanimelist.net/images/manga/1/5112l.jpg","","7.45","2002-07-01","2002","Mystery","Supernatural",""
"824","Night of the Beasts","https://cdn.myanimelist.net/images/manga/2/5124l.jpg","26","7.47","1996-10-01","1996","Action","Adventure","Drama"
"825","Rules","https://cdn.myanimelist.net/images/manga/2/278228l.jpg","17","7.98","2002-01-01","2002","Boys Love","Slice of Life","Erotica"
"826","Yurara no Tsuki","https://cdn.myanimelist.net/images/manga/3/270287l.jpg","20","7.44","2003-02-19","2003","Mystery","Supernatural",""
"827","Shounen Mahoushi","https://cdn.myanimelist.net/images/manga/3/179919l.jpg","","","1995-09-28","1995","Action","Drama","Fantasy"
"828","Renai Shijou Shugi","https://cdn.myanimelist.net/images/manga/2/143905l.jpg","48","6.86","2002-08-20","2002","Comedy","Drama","Romance"
"829","Yoru made Matenai.","https://cdn.myanimelist.net/images/manga/2/15522l.jpg","36","6.99","1999-01-01","1999","Comedy","Drama","Romance"
"830","Waltz wa Shiroi Dress de","https://cdn.myanimelist.net/images/manga/2/59541l.jpg","19","7.19","1990-01-01","1990","Drama","Romance",""
"831","Andante","https://cdn.myanimelist.net/images/manga/3/175965l.jpg","16","6.93","2001-04-03","2001","Drama","",""
"832","Angel Wars","https://cdn.myanimelist.net/images/manga/2/4987l.jpg","16","6.81","1994-01-01","1994","Drama","Romance",""
"833","Baby★Love","https://cdn.myanimelist.net/images/manga/4/19225l.jpg","44","7.38","1995-09-01","1995","Comedy","Drama","Romance"
"834","Baby Pop","https://cdn.myanimelist.net/images/manga/2/164503l.jpg","11","6.93","1998-03-01","1998","Comedy","Drama",""
"835","Billion Girl","https://cdn.myanimelist.net/images/manga/3/191590l.jpg","41","6.61","1999-04-16","1999","Drama","Romance",""
"837","Kiss Me Princess","https://cdn.myanimelist.net/images/manga/4/3653l.jpg","63","7.39","2002-01-01","2002","Boys Love","Fantasy","Romance"
"838","Angel Densetsu","https://cdn.myanimelist.net/images/manga/2/164490l.jpg","89","8.28","1992-05-07","1992","Action","Comedy","Romance"
"839","Coyote: Hangyaku no Resistance","https://cdn.myanimelist.net/images/manga/3/165481l.jpg","10","6","1993-11-29","1993","Action","Hentai",""
"840","Bowling King","https://cdn.myanimelist.net/images/manga/2/185694l.jpg","254","7.12","1998-09-01","1998","Comedy","Drama","Sports"
"841","1K Apartment no Koi","https://cdn.myanimelist.net/images/manga/2/275462l.jpg","6","7.11","2001-01-01","2001","Boys Love","Erotica",""
"843","Curry naru Shokutaku","https://cdn.myanimelist.net/images/manga/4/3374l.jpg","534","7.42","2001-01-18","2001","Comedy","Gourmet","Romance"
"844","1 Pound no Fukuin","https://cdn.myanimelist.net/images/manga/2/19250l.jpg","37","7.14","1987-07-24","1987","Comedy","Romance","Sports"
"845","Happy!","https://cdn.myanimelist.net/images/manga/2/148293l.jpg","254","7.53","1993-10-25","1993","Drama","Sports",""
"846","Eagle","https://cdn.myanimelist.net/images/manga/1/96559l.jpg","89","7.29","1997-01-01","1997","Drama","Mystery",""
"847","Aqua Knight","https://cdn.myanimelist.net/images/manga/2/268259l.jpg","28","6.61","1998-01-01","1998","Action","Adventure","Comedy"
"848","Master Keaton","https://cdn.myanimelist.net/images/manga/1/200911l.jpg","144","7.68","1988-11-01","1988","Adventure","Drama","Mystery"
"850","Acid Flower","https://cdn.myanimelist.net/images/manga/3/5920l.jpg","15","6.89","2004-01-01","2004","Boys Love","Erotica",""
"851","Mars Gaiden: Namae no Nai Uma","https://cdn.myanimelist.net/images/manga/3/191264l.jpg","3","7.35","1995-03-13","1995","Drama","Slice of Life",""
"852","Bakuten Shoot Beyblade","https://cdn.myanimelist.net/images/manga/5/301209l.jpg","62","6.71","1999-08-10","1999","Adventure","Sports",""
"853","Yawara!","https://cdn.myanimelist.net/images/manga/1/280146l.jpg","331","7.44","1986-01-01","1986","Award Winning","Comedy","Romance"
"854","Code Name wa Sailor V","https://cdn.myanimelist.net/images/manga/2/260688l.jpg","15","7.5","1991-01-01","1991","Action","Adventure","Comedy"
"855","Tenchi Muyou! Ryououki","https://cdn.myanimelist.net/images/manga/1/146475l.jpg","80","7.27","1993-11-09","1993","Comedy","Drama","Fantasy"
"856","Jigoro!","https://cdn.myanimelist.net/images/manga/1/286787l.jpg","9","6.22","1994-01-01","1994","","",""
"857","Love Mode","https://cdn.myanimelist.net/images/manga/3/5214l.jpg","54","8.06","1996-10-09","1996","Boys Love","Drama","Romance"
"858","Dengeki! Pikachu","https://cdn.myanimelist.net/images/manga/4/155945l.jpg","20","7.08","1997-04-01","1997","Action","Adventure","Comedy"
"859","Pineapple Army","https://cdn.myanimelist.net/images/manga/2/35200l.jpg","","6.51","1986-01-01","1986","Action","",""
"860","Tenshi no Naka ni Akuma Ari","https://cdn.myanimelist.net/images/manga/2/248l.jpg","12","6.83","2003-01-01","2003","Drama","Romance","Supernatural"
"861","Togari","https://cdn.myanimelist.net/images/manga/1/281188l.jpg","68","7.21","2001-01-18","2001","Adventure","Supernatural",""
"862","Parallel","https://cdn.myanimelist.net/images/manga/1/196760l.jpg","20","7.14","2000-07-19","2000","Comedy","Romance","Ecchi"
"863","Yamada Tarou Monogatari","https://cdn.myanimelist.net/images/manga/1/80813l.jpg","","7.55","1996-04-01","1996","Comedy","Slice of Life",""
"864","Spirit of Wonder","https://cdn.myanimelist.net/images/manga/1/184496l.jpg","12","6.56","1986-08-21","1986","Fantasy","Sci-Fi",""
"865","Koi Cha No Osahou","https://cdn.myanimelist.net/images/manga/1/24767l.jpg","17","7.56","2003-01-01","2003","Boys Love","Erotica",""
"866","IO","https://cdn.myanimelist.net/images/manga/3/56007l.jpg","55","7.33","1999-08-19","1999","Drama","Mystery","Romance"
"868","Karakuri Circus","https://cdn.myanimelist.net/images/manga/2/170932l.jpg","426","7.96","1997-07-09","1997","Adventure","Mystery",""
"869","Konjiki no Gash!!","https://cdn.myanimelist.net/images/manga/3/172209l.jpg","323","8.35","2001-01-10","2001","Action","Adventure","Award Winning"
"870","Agharta","https://cdn.myanimelist.net/images/manga/2/172650l.jpg","104","6.6","1997-02-01","1997","Action","Drama","Sci-Fi"
"871","Dragon Quest: Dai no Daibouken","https://cdn.myanimelist.net/images/manga/1/282697l.jpg","349","7.93","1989-10-10","1989","Action","Adventure","Fantasy"
"872","JoJo no Kimyou na Bouken Part 3: Stardust Crusaders","https://cdn.myanimelist.net/images/manga/3/269909l.jpg","152","8.09","1989-03-20","1989","Action","Adventure","Supernatural"
"873","Sekirei","https://cdn.myanimelist.net/images/manga/3/188941l.jpg","213","7.52","2004-01-30","2004","Action","Comedy","Romance"
"874","Onegai☆Teacher","https://cdn.myanimelist.net/images/manga/3/270343l.jpg","15","7.21","2001-09-27","2001","Comedy","Drama","Romance"
"876","Moon Boy","https://cdn.myanimelist.net/images/manga/2/261780l.jpg","50","7.3","2005-01-01","2005","Action","Comedy","Drama"
"877","Hana yori Dango","https://cdn.myanimelist.net/images/manga/1/27280l.jpg","244","7.9","1992-10-01","1992","Award Winning","Drama","Romance"
"878","Otomen","https://cdn.myanimelist.net/images/manga/3/262976l.jpg","74","7.69","2006-03-25","2006","Comedy","Romance",""
"879","Boys'n Girl","https://cdn.myanimelist.net/images/manga/5/34675l.jpg","16","7","1997-01-01","1997","Comedy","Romance",""
"880","Automatic★Angel","https://cdn.myanimelist.net/images/manga/3/175880l.jpg","7","6.41","1998-05-01","1998","Drama","",""
"881","Cross Epoch","https://cdn.myanimelist.net/images/manga/2/310862l.jpg","1","6.48","2006-12-25","2006","Adventure","Comedy","Fantasy"
"882","Break Shot","https://cdn.myanimelist.net/images/manga/2/275695l.jpg","152","7.14","1987-01-01","1987","Sports","",""
"884","Doubt!!","https://cdn.myanimelist.net/images/manga/2/270347l.jpg","28","6.71","2000-08-24","2000","Drama","Romance",""
"885","Hakushaku Cain Series","https://cdn.myanimelist.net/images/manga/1/265861l.jpg","25","7.87","1992-01-01","1992","Horror","Mystery",""
"886","Sekai no Chuushin de, Ai wo Sakebu","https://cdn.myanimelist.net/images/manga/1/171526l.jpg","5","7.65","2003-12-08","2003","Drama","Romance",""
"887","Shimotsuma Monogatari","https://cdn.myanimelist.net/images/manga/2/155944l.jpg","4","7.11","2004-06-01","2004","Drama","",""
"888","Tsuki no Shippo","https://cdn.myanimelist.net/images/manga/3/160615l.jpg","105","7.95","2003-03-25","2003","Adventure","Comedy","Fantasy"
"889","Alien 9","https://cdn.myanimelist.net/images/manga/5/272365l.jpg","30","7.15","1998-06-09","1998","Sci-Fi","",""
"890","Alien 9: Emulators","https://cdn.myanimelist.net/images/manga/1/143949l.jpg","7","6.25","2002-08-19","2002","Sci-Fi","",""
"891","Shounen Zanzou","https://cdn.myanimelist.net/images/manga/2/264682l.jpg","3","7.43","1998-03-01","1998","Boys Love","Drama","Horror"
"892","Sono Yubi dake ga Shitteiru","https://cdn.myanimelist.net/images/manga/1/251373l.jpg","4","7.89","2002-11-01","2002","Boys Love","Drama","Romance"
"893","Mahou Tsukai Kurohime","https://cdn.myanimelist.net/images/manga/2/143957l.jpg","87","7.66","2000-08-01","2000","Action","Adventure","Comedy"
"894","Rosario to Vampire","https://cdn.myanimelist.net/images/manga/3/270597l.jpg","40","7.58","2004-07-06","2004","Action","Comedy","Fantasy"
"895","Full Metal Panic! Sigma","https://cdn.myanimelist.net/images/manga/1/55583l.jpg","90","8.32","2005-04-09","2005","Action","Romance",""
"896","Kajika","https://cdn.myanimelist.net/images/manga/1/154485l.jpg","12","6.6","1998-07-07","1998","Adventure","",""
"898","Please","https://cdn.myanimelist.net/images/manga/3/267711l.jpg","6","7","2004-05-01","2004","Boys Love","Drama","Slice of Life"
"899","Penguin☆Brothers","https://cdn.myanimelist.net/images/manga/1/175906l.jpg","24","7.66","1999-12-28","1999","Comedy","Drama","Romance"
"900","Akane-chan Overdrive","https://cdn.myanimelist.net/images/manga/1/58513l.jpg","10","6.22","1999-03-25","1999","Comedy","Ecchi",""
"901","Rules/Hydra Short Stories","https://cdn.myanimelist.net/images/manga/3/289l.jpg","6","7.34","2004-01-01","2004","Boys Love","Drama","Slice of Life"
"902","Hydra","https://cdn.myanimelist.net/images/manga/5/26130l.jpg","11","7.86","2004-01-01","2004","Boys Love","Drama","Slice of Life"
"903","Lovers and Souls","https://cdn.myanimelist.net/images/manga/2/26132l.jpg","5","7.72","2002-01-01","2002","Boys Love","Drama","Slice of Life"
"904","Kozure Ookami","https://cdn.myanimelist.net/images/manga/1/159264l.jpg","142","8.63","1970-09-01","1970","Action","",""
"905","Sakende Yaruze!","https://cdn.myanimelist.net/images/manga/3/275342l.jpg","17","7.43","1996-01-30","1996","Boys Love","Comedy","Drama"
"906","The Silvery Crow","https://cdn.myanimelist.net/images/manga/1/157088l.jpg","25","7.03","2007-01-01","2007","Adventure","Comedy","Fantasy"
"907","Mekakushi no Kuni","https://cdn.myanimelist.net/images/manga/1/264108l.jpg","48","7.96","1998-12-10","1998","Drama","Romance","Supernatural"
"908","Soul Eater","https://cdn.myanimelist.net/images/manga/1/159808l.jpg","117","8.1","2003-06-24","2003","Action","Comedy","Fantasy"
"909","Gyo: Ugomeku Bukimi","https://cdn.myanimelist.net/images/manga/2/88711l.jpg","21","7.19","2001-11-12","2001","Drama","Horror","Mystery"
"910","Haru yo, Koi","https://cdn.myanimelist.net/images/manga/2/177315l.jpg","96","7.19","1999-03-03","1999","Drama","Romance","Ecchi"
"912","Tomie","https://cdn.myanimelist.net/images/manga/2/164476l.jpg","20","7.78","1987-01-01","1987","Drama","Horror","Supernatural"
"913","Gakuen Tengoku","https://cdn.myanimelist.net/images/manga/1/53797l.jpg","86","6.22","2003-10-23","2003","Comedy","Romance","Ecchi"
"915","Rookies","https://cdn.myanimelist.net/images/manga/1/153289l.jpg","233","8.23","1998-02-03","1998","Comedy","Drama","Slice of Life"
"916","Lock Out!","https://cdn.myanimelist.net/images/manga/2/17976l.jpg","1","6.92","2002-01-01","2002","Boys Love","Erotica",""
"917","Casino Lily","https://cdn.myanimelist.net/images/manga/3/298129l.jpg","5","6.93","1999-10-01","1999","Boys Love","Erotica",""
"918","Yami no Matsuei","https://cdn.myanimelist.net/images/manga/3/160961l.jpg","","7.73","1994-03-25","1994","Boys Love","Comedy","Drama"
"919","Alice on Deadlines","https://cdn.myanimelist.net/images/manga/1/300l.jpg","19","6.75","2005-03-26","2005","Comedy","Supernatural",""
"920","Shion no Ou: The Flowers of Hard Blood.","https://cdn.myanimelist.net/images/manga/2/139069l.jpg","50","7.38","2004-03-25","2004","Drama","Mystery",""
"921","Koko wa Green Wood","https://cdn.myanimelist.net/images/manga/1/264856l.jpg","71","7.06","1986-01-01","1986","Comedy","Slice of Life",""
"922","Houshin Engi","https://cdn.myanimelist.net/images/manga/3/203313l.jpg","206","7.46","1996-06-11","1996","Adventure","Fantasy","Supernatural"
"923","Kanata kara","https://cdn.myanimelist.net/images/manga/1/185863l.jpg","57","8.34","1991-09-24","1991","Adventure","Award Winning","Fantasy"
"924","Gertrude no Recipe","https://cdn.myanimelist.net/images/manga/2/305l.jpg","25","7.25","2001-07-05","2001","Comedy","Fantasy","Romance"
"925","Sasameke","https://cdn.myanimelist.net/images/manga/1/202519l.jpg","25","6.42","2000-12-26","2000","Comedy","Sports",""
"926","Penguin Kakumei","https://cdn.myanimelist.net/images/manga/3/183168l.jpg","35","7.96","2004-08-24","2004","Comedy","Romance",""
"927","Wind Mill","https://cdn.myanimelist.net/images/manga/2/94845l.jpg","44","","1998-07-01","1998","Comedy","Sports",""
"928","Pocket Monsters Special","https://cdn.myanimelist.net/images/manga/2/265951l.jpg","","8.09","1997-04-01","1997","Action","Adventure",""
"929","Fushigi Yuugi: Genbu Kaiden","https://cdn.myanimelist.net/images/manga/2/269289l.jpg","40","8.15","2003-03-15","2003","Adventure","Drama","Fantasy"
"930","Uta∽Kata","https://cdn.myanimelist.net/images/manga/1/203960l.jpg","7","6.29","2004-08-21","2004","Drama","Fantasy","Girls Love"
