mal_id,title,large_image_url,episodes,score,year,genre1,genre2,genre3
"529","Saishuu Heiki Kanojo","https://cdn.myanimelist.net/images/anime/1/529l.jpg","13","7.13","2002","Drama","Romance","Sci-Fi"
"530","Bishoujo Senshi Sailor Moon","https://cdn.myanimelist.net/images/anime/1440/92258l.jpg","46","7.74","1992","Romance","",""
"532","Bishoujo Senshi Sailor Moon S","https://cdn.myanimelist.net/images/anime/1077/92346l.jpg","38","7.9","1994","Romance","",""
"533","Sensei no Ojikan: Dokidoki School Hours","https://cdn.myanimelist.net/images/anime/9/65565l.jpg","13","6.64","2004","Comedy","",""
"534","Slayers","https://cdn.myanimelist.net/images/anime/6/19870l.jpg","26","7.72","1995","Action","Adventure","Comedy"
"535","Slayers Next","https://cdn.myanimelist.net/images/anime/1165/92536l.jpg","26","8.01","1996","Action","Adventure","Comedy"
"538","Shin Tenchi Muyou!","https://cdn.myanimelist.net/images/anime/4/61149l.jpg","26","6.86","1997","Comedy","Romance","Sci-Fi"
"545","Mousou Kagaku Series: Wandaba Style","https://cdn.myanimelist.net/images/anime/6/14824l.jpg","12","5.99","2003","Comedy","Sci-Fi",""
"546","Wind: A Breath of Heart (TV)","https://cdn.myanimelist.net/images/anime/1241/144438l.jpg","13","5.93","2004","Drama","Romance","Supernatural"
"550","Yu☆Gi☆Oh!","https://cdn.myanimelist.net/images/anime/4/47487l.jpg","27","7.24","1998","Action","Comedy","Fantasy"
"551","Grappler Baki: Saidai Tournament-hen","https://cdn.myanimelist.net/images/anime/1433/96723l.jpg","24","7.48","2001","Sports","",""
"552","Digimon Adventure","https://cdn.myanimelist.net/images/anime/1471/99249l.jpg","54","7.78","1999","Action","Adventure","Comedy"
"553","Yami no Matsuei","https://cdn.myanimelist.net/images/anime/1414/109717l.jpg","13","7.01","2000","Boys Love","Fantasy","Horror"
"554","Koutetsu Tenshi Kurumi","https://cdn.myanimelist.net/images/anime/1036/97570l.jpg","24","6.73","1999","Action","Adventure","Comedy"
"555","Koutetsu Tenshi Kurumi 2","https://cdn.myanimelist.net/images/anime/6/15907l.jpg","12","6.27","2001","Comedy","Girls Love","Sci-Fi"
"558","Major S2","https://cdn.myanimelist.net/images/anime/6/73972l.jpg","26","8.18","2006","Sports","",""
"561","Sakura Taisen","https://cdn.myanimelist.net/images/anime/1641/107219l.jpg","25","6.84","2000","Action","Adventure","Sci-Fi"
"563","DNA²","https://cdn.myanimelist.net/images/anime/1433/103506l.jpg","12","6.62","1994","Comedy","Romance","Sci-Fi"
"567","The Big O","https://cdn.myanimelist.net/images/anime/1220/142476l.jpg","26","7.53","1999","Action","Mystery","Sci-Fi"
"568","Bubblegum Crisis Tokyo 2040","https://cdn.myanimelist.net/images/anime/1699/92414l.jpg","26","7.08","1998","Action","Adventure","Sci-Fi"
